More job losses are in the pipeline.	0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADJ NOUN NOUN VERB ADP DET NOUN	▁More ▁job ▁losses ▁are ▁in ▁the ▁pipeline .	0 0 0 0 1 0 1 1	ADJ NOUN NOUN VERB ADP DET NOUN NOUN
But, if you can believe it, there's more in the pipeline.	0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	CCONJ ADP PRON VERB VERB PRON ADV ADJ ADP DET NOUN	▁But , ▁if ▁you ▁can ▁believe ▁it , ▁there ' s ▁more ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	CCONJ CCONJ ADP PRON VERB VERB PRON PRON ADV ADV ADV ADJ ADP DET NOUN NOUN
But the thrusting company does have lots of new products in the pipeline, he added, to help it on its way.	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	CCONJ DET VERB NOUN VERB VERB NOUN ADP ADJ NOUN ADP DET NOUN PRON VERB PART VERB PRON ADP ADJ NOUN	▁But ▁the ▁thrust ing ▁company ▁does ▁have ▁lots ▁of ▁new ▁products ▁in ▁the ▁pipeline , ▁he ▁added , ▁to ▁help ▁it ▁on ▁its ▁way .	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0	CCONJ DET VERB VERB NOUN VERB VERB NOUN ADP ADJ NOUN ADP DET NOUN NOUN PRON VERB VERB PART VERB PRON ADP ADJ NOUN NOUN
It clearly will not take immediate effect, there is a lot of housing allocations and permissions in the pipeline as it were, so it will take some while for it to wash through the system.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	PRON ADV VERB ADV VERB ADJ NOUN ADV VERB DET NOUN ADP NOUN NOUN CCONJ NOUN ADP DET NOUN ADP PRON VERB ADP PRON VERB VERB DET NOUN ADP PRON PART VERB ADP DET NOUN	▁It ▁clearly ▁will ▁not ▁take ▁immediate ▁effect , ▁there ▁is ▁a ▁lot ▁of ▁housing ▁allocations ▁and ▁permission s ▁in ▁the ▁pipeline ▁as ▁it ▁were , ▁so ▁it ▁will ▁take ▁some ▁while ▁for ▁it ▁to ▁wash ▁through ▁the ▁system .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON ADV VERB ADV VERB ADJ NOUN NOUN ADV VERB DET NOUN ADP NOUN NOUN CCONJ NOUN NOUN ADP DET NOUN ADP PRON VERB VERB ADP PRON VERB VERB DET NOUN ADP PRON PART VERB ADP DET NOUN NOUN
The Economy Minister revealed that ‘ further good news’ was in the pipeline, and hinted that a couple of projects were being negotiated.	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	DET PROPN PROPN VERB ADP PUNCT ADJ ADJ NOUN VERB ADP DET NOUN CCONJ VERB ADP DET NOUN ADP NOUN VERB VERB VERB	▁The ▁Economy ▁Minister ▁revealed ▁that ▁ ‘ ▁further ▁good ▁new s ’ ▁was ▁in ▁the ▁pipeline , ▁and ▁hint ed ▁that ▁a ▁couple ▁of ▁projects ▁were ▁being ▁negotiated .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN PROPN VERB ADP PUNCT PUNCT ADJ ADJ NOUN NOUN NOUN VERB ADP DET NOUN NOUN CCONJ VERB VERB ADP DET NOUN ADP NOUN VERB VERB VERB VERB
b ) Delays in transmission of pressure change to the instruments, due to viscous and acoustic effect in the pipelines connecting instruments to the aircraft's static vents.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	in the pipeline	literal	inflection	PUNCT PUNCT NOUN ADP NOUN ADP NOUN NOUN ADP DET NOUN ADP ADP ADJ CCONJ ADJ NOUN ADP DET NOUN VERB NOUN ADP DET NOUN ADJ NOUN	▁b ▁ ) ▁Delay s ▁in ▁transmission ▁of ▁pressure ▁change ▁to ▁the ▁instruments , ▁due ▁to ▁vis c ous ▁and ▁acoustic ▁effect ▁in ▁the ▁pipelines ▁connecting ▁instruments ▁to ▁the ▁aircraft ' s ▁static ▁vent s .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT PUNCT NOUN NOUN ADP NOUN ADP NOUN NOUN ADP DET NOUN NOUN ADP ADP ADJ ADJ ADJ CCONJ ADJ NOUN ADP DET NOUN VERB NOUN ADP DET NOUN NOUN NOUN ADJ NOUN NOUN NOUN
THE Ceredigion and Mid Wales NHS Trust is to hold its first public meeting on Thursday, June 24 at 7 pm in the Lecture Theatre, Postgraduate Centre, Bronglais General Hospital, Aberystwyth, giving the public an opportunity to be kept informed on the key issues which the Trust is currently facing and to hear of proposed new developments in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	DET PROPN CCONJ PROPN PROPN PROPN PROPN VERB PART VERB ADJ ADJ ADJ NOUN ADP PROPN PROPN NUM ADP NUM NOUN ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB DET NOUN DET NOUN PART VERB VERB VERB ADP DET ADJ NOUN ADJ DET PROPN VERB ADV VERB CCONJ PART VERB ADP VERB ADJ NOUN ADP DET NOUN	▁THE ▁Cer ed ig ion ▁and ▁Mid ▁Wales ▁N HS ▁Trust ▁is ▁to ▁hold ▁its ▁first ▁public ▁meeting ▁on ▁Thursday , ▁June ▁24 ▁at ▁7 ▁p m ▁in ▁the ▁Le cture ▁The a tre , ▁Post graduate ▁Centre , ▁B ron gla is ▁General ▁Hospital , ▁Ab ery st w y th , ▁giving ▁the ▁public ▁an ▁opportunity ▁to ▁be ▁kept ▁informed ▁on ▁the ▁key ▁issues ▁which ▁the ▁Trust ▁is ▁currently ▁facing ▁and ▁to ▁hear ▁of ▁proposed ▁new ▁developments ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	DET PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN PROPN VERB PART VERB ADJ ADJ ADJ NOUN ADP PROPN PROPN PROPN NUM ADP NUM NOUN NOUN ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB DET NOUN DET NOUN PART VERB VERB VERB ADP DET ADJ NOUN ADJ DET PROPN VERB ADV VERB CCONJ PART VERB ADP VERB ADJ NOUN ADP DET NOUN NOUN
Over 200 SVQs have now been accredited, and more are in the pipeline.	0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADP NUM NOUN VERB ADV VERB VERB CCONJ ADJ VERB ADP DET NOUN	▁Over ▁200 ▁SV Q s ▁have ▁now ▁been ▁accredited , ▁and ▁more ▁are ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADP NUM NOUN NOUN NOUN VERB ADV VERB VERB VERB CCONJ ADJ VERB ADP DET NOUN NOUN
Around January - February next year, there 'll be a series nattily titled Up Yours With Sean Hughes, while further Sean's Shows are in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADP PROPN PUNCT PROPN ADJ NOUN ADV VERB VERB DET NOUN ADV VERB PART PROPN ADP PROPN PROPN ADP ADV PROPN NOUN VERB ADP DET NOUN	▁A round ▁January ▁- ▁February ▁next ▁year , ▁there ▁' ll ▁be ▁a ▁series ▁na tti ly ▁title d ▁Up ▁Your s ▁With ▁Sea n ▁Hugh es , ▁while ▁further ▁Sea n ' s ▁S how s ▁are ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADP ADP PROPN PUNCT PROPN ADJ NOUN NOUN ADV VERB VERB VERB DET NOUN ADV ADV ADV VERB VERB PART PROPN PROPN ADP PROPN PROPN PROPN PROPN PROPN ADP ADV PROPN PROPN PROPN PROPN NOUN NOUN NOUN VERB ADP DET NOUN NOUN
Floyd, who has just finished filming in the Far East and has his autobiography and a cookery book in the pipeline, plus a new TV series, dreams of getting away from it all.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	PROPN NOUN VERB ADV VERB VERB ADP DET PROPN PROPN CCONJ VERB ADJ NOUN CCONJ DET NOUN NOUN ADP DET NOUN CCONJ DET ADJ NOUN NOUN NOUN ADP VERB ADV ADP PRON DET	▁Flo y d , ▁who ▁has ▁just ▁finished ▁film ing ▁in ▁the ▁Far ▁East ▁and ▁has ▁his ▁auto bi ography ▁and ▁a ▁co ok ery ▁book ▁in ▁the ▁pipeline , ▁plus ▁a ▁new ▁TV ▁series , ▁dreams ▁of ▁gett ing ▁away ▁from ▁it ▁all .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN NOUN VERB ADV VERB VERB VERB ADP DET PROPN PROPN CCONJ VERB ADJ NOUN NOUN NOUN CCONJ DET NOUN NOUN NOUN NOUN ADP DET NOUN NOUN CCONJ DET ADJ NOUN NOUN NOUN NOUN ADP VERB VERB ADV ADP PRON DET DET
This gas is held in regional storage facilities in both high pressure storage vessels, in high pressure pipelines and in the more familiar gas holders such as those seen in the majority of large towns throughout the South West.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	literal	combined-inflection	DET NOUN VERB VERB ADP ADJ NOUN NOUN ADP DET ADJ NOUN NOUN NOUN ADP ADJ NOUN NOUN CCONJ ADP DET ADV ADJ NOUN NOUN ADJ ADP DET VERB ADP DET NOUN ADP ADJ NOUN ADP DET PROPN PROPN	▁This ▁gas ▁is ▁held ▁in ▁regional ▁storage ▁facilities ▁in ▁both ▁high ▁pressure ▁storage ▁vessels , ▁in ▁high ▁pressure ▁pipelines ▁and ▁in ▁the ▁more ▁familiar ▁gas ▁holders ▁such ▁as ▁those ▁seen ▁in ▁the ▁majority ▁of ▁large ▁towns ▁throughout ▁the ▁South ▁West .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN VERB VERB ADP ADJ NOUN NOUN ADP DET ADJ NOUN NOUN NOUN NOUN ADP ADJ NOUN NOUN CCONJ ADP DET ADV ADJ NOUN NOUN ADJ ADP DET VERB ADP DET NOUN ADP ADJ NOUN ADP DET PROPN PROPN PROPN
‘ There are more Senior tournaments in the pipeline, but what I want to see are more National Open championships.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	PUNCT ADV VERB ADJ ADJ NOUN ADP DET NOUN CCONJ NOUN PRON VERB PART VERB VERB ADV PROPN PROPN NOUN	▁ ‘ ▁There ▁are ▁more ▁Senior ▁to urn ament s ▁in ▁the ▁pipeline , ▁but ▁what ▁I ▁want ▁to ▁see ▁are ▁more ▁National ▁Open ▁champion ships .	0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT ADV VERB ADJ ADJ NOUN NOUN NOUN NOUN ADP DET NOUN NOUN CCONJ NOUN PRON VERB PART VERB VERB ADV PROPN PROPN NOUN NOUN NOUN
Native Americans are big business and a whole slew of revisionist Westerns are in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADJ PROPN VERB ADJ NOUN CCONJ DET ADJ NOUN ADP ADJ NOUN VERB ADP DET NOUN	▁N ative ▁Americans ▁are ▁big ▁business ▁and ▁a ▁whole ▁s lew ▁of ▁revision ist ▁Western s ▁are ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADJ ADJ PROPN VERB ADJ NOUN CCONJ DET ADJ NOUN NOUN ADP ADJ ADJ NOUN NOUN VERB ADP DET NOUN NOUN
There was to be further discussion within the organisation over Church Relations, and an assurance was given by management that there were no further redundancies in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADV VERB PART VERB ADJ NOUN ADP DET NOUN ADP PROPN PROPN CCONJ DET NOUN VERB VERB ADP NOUN ADP ADV VERB DET ADJ NOUN ADP DET NOUN	▁There ▁was ▁to ▁be ▁further ▁discussion ▁within ▁the ▁organisation ▁over ▁Church ▁Relations , ▁and ▁an ▁assurance ▁was ▁given ▁by ▁management ▁that ▁there ▁were ▁no ▁further ▁redundancies ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADV VERB PART VERB ADJ NOUN ADP DET NOUN ADP PROPN PROPN PROPN CCONJ DET NOUN VERB VERB ADP NOUN ADP ADV VERB DET ADJ NOUN ADP DET NOUN NOUN
Some of these developments were already in the pipeline before the publication of the government plans.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	in the pipeline	figurative	identical	DET ADP DET NOUN VERB ADV ADP DET NOUN ADP DET NOUN ADP DET NOUN NOUN	▁Some ▁of ▁these ▁developments ▁were ▁already ▁in ▁the ▁pipeline ▁before ▁the ▁publication ▁of ▁the ▁government ▁plans .	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	DET ADP DET NOUN VERB ADV ADP DET NOUN ADP DET NOUN ADP DET NOUN NOUN NOUN
It is good that this union has taken the trouble to prepare this report with so much E C legislation in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	PRON VERB ADJ ADP DET NOUN VERB VERB DET NOUN PART VERB DET NOUN ADP ADV ADJ NOUN NOUN NOUN ADP DET NOUN	▁It ▁is ▁good ▁that ▁this ▁union ▁has ▁taken ▁the ▁trouble ▁to ▁prepare ▁this ▁report ▁with ▁so ▁much ▁E ▁C ▁legislation ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PRON VERB ADJ ADP DET NOUN VERB VERB DET NOUN PART VERB DET NOUN ADP ADV ADJ NOUN NOUN NOUN ADP DET NOUN NOUN
In this plant, which employs a high - pressure process developed by Ruhrchemie, the polyethylene is produced at pressures of up to 3,000 bar in high - pressure pipelines several kilometers long.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0	in the pipeline	literal	combined-inflection	ADP DET NOUN ADJ VERB DET ADJ PUNCT NOUN NOUN VERB ADP PROPN DET NOUN VERB VERB ADP NOUN ADP ADP PART NUM NOUN ADP ADJ PUNCT NOUN NOUN ADJ NOUN ADV	▁In ▁this ▁plant , ▁which ▁employs ▁a ▁high ▁- ▁pressure ▁process ▁developed ▁by ▁Ruhr chem ie , ▁the ▁polyethylene ▁is ▁produced ▁at ▁pressures ▁of ▁up ▁to ▁3, 000 ▁bar ▁in ▁high ▁- ▁pressure ▁pipelines ▁several ▁kilo meters ▁long .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0	ADP DET NOUN NOUN ADJ VERB DET ADJ PUNCT NOUN NOUN VERB ADP PROPN PROPN PROPN PROPN DET NOUN VERB VERB ADP NOUN ADP ADP PART NUM NUM NOUN ADP ADJ PUNCT NOUN NOUN ADJ NOUN NOUN ADV ADV
As Alan Oliver points out : ‘ We always have new stuff in the pipeline and odious little poet Oswald works without rest to produce a steady flow of obnoxious material from which we select anything that's printable.’	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	ADP PROPN PROPN VERB PART PUNCT PUNCT PRON ADV VERB ADJ NOUN ADP DET NOUN CCONJ ADJ ADJ NOUN PROPN VERB ADP NOUN PART VERB DET ADJ NOUN ADP ADJ NOUN ADP ADJ PRON VERB NOUN ADJ NOUN	▁As ▁A lan ▁Olive r ▁points ▁out ▁ : ▁ ‘ ▁We ▁always ▁have ▁new ▁stuff ▁in ▁the ▁pipeline ▁and ▁od ious ▁little ▁poet ▁Os wal d ▁works ▁without ▁rest ▁to ▁produce ▁a ▁steady ▁flow ▁of ▁ob n oxi ous ▁material ▁from ▁which ▁we ▁select ▁anything ▁that ' s ▁print able . ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP PROPN PROPN PROPN PROPN VERB PART PUNCT PUNCT PUNCT PUNCT PRON ADV VERB ADJ NOUN ADP DET NOUN CCONJ ADJ ADJ ADJ NOUN PROPN PROPN PROPN VERB ADP NOUN PART VERB DET ADJ NOUN ADP ADJ ADJ ADJ ADJ NOUN ADP ADJ PRON VERB NOUN ADJ ADJ ADJ NOUN NOUN NOUN NOUN
Building societies report that net new commitments in February — the amount of new mortgages in the pipeline — rose 75 per cent on the depressed level in January to £ 2.72 billion.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	NOUN NOUN VERB ADP ADJ ADJ NOUN ADP PROPN PUNCT DET NOUN ADP ADJ NOUN ADP DET NOUN PUNCT VERB NUM NOUN NOUN ADP DET ADJ NOUN ADP PROPN ADP SYM NUM NUM	▁Building ▁societies ▁report ▁that ▁net ▁new ▁commitments ▁in ▁February ▁ — ▁the ▁amount ▁of ▁new ▁mortgages ▁in ▁the ▁pipeline ▁ — ▁rose ▁75 ▁per ▁cent ▁on ▁the ▁depressed ▁level ▁in ▁January ▁to ▁£ ▁2.7 2 ▁billion .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN VERB ADP ADJ ADJ NOUN ADP PROPN PUNCT PUNCT DET NOUN ADP ADJ NOUN ADP DET NOUN PUNCT PUNCT VERB NUM NOUN NOUN ADP DET ADJ NOUN ADP PROPN ADP SYM NUM NUM NUM NUM
Other projects in the pipeline centre on auto - crime and women.	0 0 1 0 1 0 0 0 0 0 0 0	in the pipeline	figurative	identical	ADJ NOUN ADP DET NOUN NOUN ADP NOUN PUNCT NOUN CCONJ NOUN	▁Other ▁projects ▁in ▁the ▁pipeline ▁centre ▁on ▁auto ▁- ▁crime ▁and ▁women .	0 0 1 0 1 0 0 0 0 0 0 0 0	ADJ NOUN ADP DET NOUN NOUN ADP NOUN PUNCT NOUN CCONJ NOUN NOUN
Do you like that?’ ) and maybe a sitcom in the pipeline, is beginning to get irked by associations with the horizontal community whose indulgences, dress code and dialogue he reflects.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	VERB PRON VERB NOUN PUNCT CCONJ ADV DET NOUN ADP DET NOUN VERB VERB PART VERB VERB ADP NOUN ADP DET ADJ NOUN ADJ NOUN VERB NOUN CCONJ NOUN PRON VERB	▁Do ▁you ▁like ▁that ? ’ ▁ ) ▁and ▁maybe ▁a ▁sit com ▁in ▁the ▁pipeline , ▁is ▁beginning ▁to ▁get ▁ir ked ▁by ▁associations ▁with ▁the ▁horizontal ▁community ▁whose ▁indulge nces , ▁ dress ▁code ▁and ▁dialogue ▁he ▁reflects .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB PRON VERB NOUN NOUN NOUN PUNCT PUNCT CCONJ ADV DET NOUN NOUN ADP DET NOUN NOUN VERB VERB PART VERB VERB VERB ADP NOUN ADP DET ADJ NOUN ADJ NOUN NOUN NOUN VERB VERB NOUN CCONJ NOUN PRON VERB VERB
Stirling was naturally furious as he had no idea what was in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	PROPN VERB ADV ADJ ADP PRON VERB DET NOUN NOUN VERB ADP DET NOUN	▁St ir ling ▁was ▁naturally ▁fur ious ▁as ▁he ▁had ▁no ▁idea ▁what ▁was ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PROPN PROPN PROPN VERB ADV ADJ ADJ ADP PRON VERB DET NOUN NOUN VERB ADP DET NOUN NOUN
