Scatter the cheese over the top.	0 0 0 1 0 1	over the top	literal	identical	VERB DET NOUN ADP DET NOUN	▁Sc atter ▁the ▁cheese ▁over ▁the ▁top .	0 0 0 0 1 0 1 1	VERB VERB DET NOUN ADP DET NOUN NOUN
This Aladdin goes right back to the 1,001 Nights, showing us Scheherezade ( Eartha Kitt ) being turned into the Genie of the Ring and the Caliph of Baghdad ( Sylvester McCoy ) into the Slave of the Lamp by the Grand Vizier Abanazer ( Peter Blake as a deliciously over - the - top wicked uncle ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0	over the top	figurative	dashes	DET PROPN VERB ADV ADV ADP DET NUM PROPN VERB PRON PROPN PUNCT PROPN PROPN PUNCT VERB VERB ADP DET PROPN ADP DET PROPN CCONJ DET PROPN ADP PROPN PUNCT PROPN PROPN PUNCT ADP DET PROPN ADP DET PROPN ADP DET PROPN PROPN PROPN PUNCT PROPN PROPN ADP DET ADV ADP PUNCT DET PUNCT ADJ ADJ NOUN PUNCT	▁This ▁Al add in ▁goes ▁right ▁back ▁to ▁the ▁1 , 001 ▁N ight s , ▁showing ▁us ▁Sch e her ez ade ▁( ▁Earth a ▁K itt ▁ ) ▁being ▁turned ▁into ▁the ▁Gen ie ▁of ▁the ▁R ing ▁and ▁the ▁C ali ph ▁of ▁Baghdad ▁( ▁S yl ve ster ▁McC oy ▁ ) ▁into ▁the ▁S lav e ▁of ▁the ▁Lamp ▁by ▁the ▁Grand ▁V iz ier ▁Ab ana zer ▁( ▁Peter ▁B lak e ▁as ▁a ▁del ici ously ▁over ▁- ▁the ▁- ▁top ▁wicked ▁uncle ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0	DET PROPN PROPN PROPN VERB ADV ADV ADP DET NUM NUM NUM PROPN PROPN PROPN PROPN VERB PRON PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT PUNCT VERB VERB ADP DET PROPN PROPN ADP DET PROPN PROPN CCONJ DET PROPN PROPN PROPN ADP PROPN PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT ADP DET PROPN PROPN PROPN ADP DET PROPN ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN ADP DET ADV ADV ADV ADP PUNCT DET PUNCT ADJ ADJ NOUN PUNCT PUNCT
Em, much earlier you was on about this erm, erm, television licences, er, be it, an another extra twenty pound being added to any, another set over the top of what you 've got.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	over the top	literal	identical	INTJ ADV ADV PRON VERB ADP ADP DET NOUN NOUN NOUN NOUN INTJ VERB PRON DET DET ADJ NUM NOUN VERB VERB ADP DET DET NOUN ADP DET NOUN ADP NOUN PRON VERB VERB	▁Em , ▁much ▁earlier ▁you ▁was ▁on ▁about ▁this ▁er m , ▁er m , ▁television ▁licences , ▁er , ▁be ▁it , ▁an ▁another ▁extra ▁twenty ▁pound ▁being ▁added ▁to ▁any , ▁another ▁set ▁over ▁the ▁top ▁of ▁what ▁you ▁' ve ▁got .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	INTJ INTJ ADV ADV PRON VERB ADP ADP DET NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN INTJ INTJ VERB PRON PRON DET DET ADJ NUM NOUN VERB VERB ADP DET DET DET NOUN ADP DET NOUN ADP NOUN PRON VERB VERB VERB VERB
Over the top, I hear you say, and so it is — splendidly over the top and a moment that will remind you, adrift in the endless hours of pseudo - realism, that the screen does after all have transformative powers.	1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	case	ADP DET NOUN PRON VERB PRON VERB CCONJ ADV PRON VERB PUNCT ADV ADP DET NOUN CCONJ DET NOUN ADJ VERB VERB PRON ADJ ADP DET ADJ NOUN ADP NOUN PUNCT NOUN ADP DET NOUN VERB ADV ADV VERB ADJ NOUN	▁Over ▁the ▁top , ▁I ▁hear ▁you ▁say , ▁and ▁so ▁it ▁is ▁ — ▁splendid ly ▁over ▁the ▁top ▁and ▁a ▁moment ▁that ▁will ▁remind ▁you , ▁a dri ft ▁in ▁the ▁endless ▁hours ▁of ▁pseudo ▁- ▁real ism , ▁that ▁the ▁screen ▁does ▁after ▁all ▁have ▁transform ative ▁powers .	1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN NOUN PRON VERB PRON VERB VERB CCONJ ADV PRON VERB PUNCT PUNCT ADV ADV ADP DET NOUN CCONJ DET NOUN ADJ VERB VERB PRON PRON ADJ ADJ ADJ ADP DET ADJ NOUN ADP NOUN PUNCT NOUN NOUN NOUN ADP DET NOUN VERB ADV ADV VERB ADJ ADJ NOUN NOUN
And there, over the tops of the trees that grew on falling ground to their north, there on the other side of the valley was one of the liveliest country houses she had ever seen.	0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	inflection	CCONJ ADV ADP DET NOUN ADP DET NOUN ADJ VERB ADP VERB NOUN ADP ADJ NOUN ADV ADP DET ADJ NOUN ADP DET NOUN VERB NUM ADP DET ADJ NOUN NOUN PRON VERB ADV VERB	▁And ▁there , ▁over ▁the ▁to ps ▁of ▁the ▁trees ▁that ▁grew ▁on ▁falling ▁ground ▁to ▁their ▁north , ▁there ▁on ▁the ▁other ▁side ▁of ▁the ▁valley ▁was ▁one ▁of ▁the ▁live li est ▁country ▁houses ▁she ▁had ▁ever ▁seen .	0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	CCONJ ADV ADV ADP DET NOUN NOUN ADP DET NOUN ADJ VERB ADP VERB NOUN ADP ADJ NOUN NOUN ADV ADP DET ADJ NOUN ADP DET NOUN VERB NUM ADP DET ADJ ADJ ADJ NOUN NOUN PRON VERB ADV VERB VERB
Over the top she had a jacket of the palest blue, and a brooch of seed pearls like a bunch of grapes.	1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	case	ADP DET NOUN PRON VERB DET NOUN ADP DET NOUN NOUN CCONJ DET NOUN ADP NOUN NOUN ADP DET NOUN ADP NOUN	▁Over ▁the ▁top ▁she ▁had ▁a ▁ jacket ▁of ▁the ▁pale st ▁blue , ▁and ▁a ▁ bro och ▁of ▁seed ▁pearls ▁like ▁a ▁b unch ▁of ▁grapes .	1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN PRON VERB DET NOUN NOUN ADP DET NOUN NOUN NOUN NOUN CCONJ DET NOUN NOUN NOUN ADP NOUN NOUN ADP DET NOUN NOUN ADP NOUN NOUN
The first is an art board which comes with a design printed on it — all you have to do is place your garment over the top of the board and trace off the design before painting it.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	DET ADJ VERB DET NOUN NOUN ADJ VERB ADP DET NOUN VERB ADP PRON PUNCT DET PRON VERB PART VERB VERB VERB ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ VERB ADP DET NOUN ADP VERB PRON	▁The ▁first ▁is ▁an ▁art ▁board ▁which ▁comes ▁with ▁a ▁design ▁printed ▁on ▁it ▁ — ▁all ▁you ▁have ▁to ▁do ▁is ▁place ▁your ▁garment ▁over ▁the ▁top ▁of ▁the ▁board ▁and ▁trace ▁off ▁the ▁design ▁before ▁painting ▁it .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ VERB DET NOUN NOUN ADJ VERB ADP DET NOUN VERB ADP PRON PUNCT PUNCT DET PRON VERB PART VERB VERB VERB ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ VERB ADP DET NOUN ADP VERB PRON PRON
It did not help matters that about the time Rowell's rather reluctant jab at some New Zealand rugby habits was being published it occupied space beside reports that the All Blacks had been over - vigorous — and sometimes over - the - top — in their match against New South Wales at Sydney.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0	over the top	figurative	dashes	PRON VERB ADV VERB NOUN ADP ADP DET NOUN PROPN ADV ADJ NOUN ADP DET PROPN PROPN NOUN NOUN VERB VERB VERB PRON VERB NOUN ADP NOUN ADP DET PROPN PROPN VERB VERB ADP PUNCT ADJ PUNCT CCONJ ADV ADP PUNCT DET PUNCT NOUN PUNCT ADP ADJ NOUN ADP PROPN PROPN PROPN ADP PROPN	▁It ▁did ▁not ▁help ▁matters ▁that ▁about ▁the ▁time ▁Ro well ' s ▁rather ▁reluctant ▁ja b ▁at ▁some ▁New ▁Zealand ▁ rug by ▁habits ▁was ▁being ▁published ▁it ▁occupied ▁space ▁be side ▁reports ▁that ▁the ▁All ▁Black s ▁had ▁been ▁over ▁- ▁vigorous ▁ — ▁and ▁sometimes ▁over ▁- ▁the ▁- ▁top ▁ — ▁in ▁their ▁match ▁against ▁New ▁South ▁Wales ▁at ▁S y d ney .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADV VERB NOUN ADP ADP DET NOUN PROPN PROPN PROPN PROPN ADV ADJ NOUN NOUN ADP DET PROPN PROPN NOUN NOUN NOUN NOUN VERB VERB VERB PRON VERB NOUN ADP ADP NOUN ADP DET PROPN PROPN PROPN VERB VERB ADP PUNCT ADJ PUNCT PUNCT CCONJ ADV ADP PUNCT DET PUNCT NOUN PUNCT PUNCT ADP ADJ NOUN ADP PROPN PROPN PROPN ADP PROPN PROPN PROPN PROPN PROPN
yeah, she maybe does, but I think she's trying to, to try and promote the fact that aids patients are harmless, because a lot of aids patients are very isolated, people don't want to know them, they think you can catch it through shaking hands, drinking out the same cup and all that, and I think she's trying to prove that look I 'm alright, so should you be, but she does go a bit over the top	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	figurative	identical	INTJ PRON ADV VERB CCONJ PRON VERB PRON VERB PART PART VERB CCONJ VERB DET NOUN ADP VERB NOUN VERB ADJ ADP DET NOUN ADP NOUN NOUN VERB ADV ADJ NOUN VERB VERB PART VERB PRON PRON VERB PRON VERB VERB PRON ADP VERB NOUN VERB PART DET ADJ NOUN CCONJ ADJ DET CCONJ PRON VERB PRON VERB PART VERB DET VERB PRON VERB ADJ ADV VERB PRON VERB CCONJ PRON VERB VERB DET NOUN ADP DET NOUN	▁ye ah , ▁she ▁maybe ▁does , ▁but ▁I ▁think ▁she ' s ▁trying ▁to , ▁to ▁try ▁and ▁promote ▁the ▁fact ▁that ▁aids ▁patients ▁are ▁harmless , ▁because ▁a ▁lot ▁of ▁aids ▁patients ▁are ▁very ▁isolated , ▁people ▁don ' t ▁want ▁to ▁know ▁them , ▁they ▁think ▁you ▁can ▁catch ▁it ▁through ▁shaking ▁hands , ▁drinking ▁out ▁the ▁same ▁cup ▁and ▁all ▁that , ▁and ▁I ▁think ▁she ' s ▁trying ▁to ▁prove ▁that ▁look ▁I ▁' m ▁al right , ▁so ▁should ▁you ▁be , ▁but ▁she ▁does ▁go ▁a ▁bit ▁over ▁the ▁top	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	INTJ INTJ INTJ PRON ADV VERB VERB CCONJ PRON VERB PRON PRON PRON VERB PART PART PART VERB CCONJ VERB DET NOUN ADP VERB NOUN VERB ADJ ADJ ADP DET NOUN ADP NOUN NOUN VERB ADV ADJ ADJ NOUN VERB VERB VERB VERB PART VERB PRON PRON PRON VERB PRON VERB VERB PRON ADP VERB NOUN NOUN VERB PART DET ADJ NOUN CCONJ ADJ DET DET CCONJ PRON VERB PRON PRON PRON VERB PART VERB DET VERB PRON VERB VERB ADJ ADJ ADJ ADV VERB PRON VERB VERB CCONJ PRON VERB VERB DET NOUN ADP DET NOUN
Simpson raises his hands in the air, United have got Andy Melville and Steve Foster at the far post, Simpson still delays taking the kick, now it comes in, he knocks it in to the far post, looking for Paul, Paul heads it back over the top — and they 've scored.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	over the top	literal	identical	PROPN VERB ADJ NOUN ADP DET NOUN PROPN VERB VERB PROPN PROPN CCONJ PROPN PROPN ADP DET ADJ NOUN PROPN ADV VERB VERB DET NOUN ADV PRON VERB PART PRON VERB PRON PART ADP DET ADJ NOUN VERB ADP PROPN PROPN VERB PRON ADV ADP DET NOUN PUNCT CCONJ PRON VERB VERB	▁S impson ▁raise s ▁his ▁hands ▁in ▁the ▁air , ▁United ▁have ▁got ▁And y ▁Mel ville ▁and ▁Ste ve ▁F oster ▁at ▁the ▁far ▁post , ▁S impson ▁still ▁delays ▁taking ▁the ▁kick , ▁now ▁it ▁comes ▁in , ▁he ▁knock s ▁it ▁in ▁to ▁the ▁far ▁post , ▁looking ▁for ▁Paul , ▁Paul ▁heads ▁it ▁back ▁over ▁the ▁top ▁ — ▁and ▁they ▁' ve ▁score d .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	PROPN PROPN VERB VERB ADJ NOUN ADP DET NOUN NOUN PROPN VERB VERB PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN ADP DET ADJ NOUN NOUN PROPN PROPN ADV VERB VERB DET NOUN NOUN ADV PRON VERB PART PART PRON VERB VERB PRON PART ADP DET ADJ NOUN NOUN VERB ADP PROPN PROPN PROPN VERB PRON ADV ADP DET NOUN PUNCT PUNCT CCONJ PRON VERB VERB VERB VERB VERB
Ruthless penalising of malingerers and also of sides going over the top has brought about a quiet revolution.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	over the top	figurative	identical	ADJ NOUN ADP NOUN CCONJ ADV ADP NOUN VERB ADP DET NOUN VERB VERB PART DET ADJ NOUN	▁Ru th less ▁penal ising ▁of ▁mal ing er ers ▁and ▁also ▁of ▁sides ▁going ▁over ▁the ▁top ▁has ▁brought ▁about ▁a ▁quiet ▁revolution .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	ADJ ADJ ADJ NOUN NOUN ADP NOUN NOUN NOUN NOUN CCONJ ADV ADP NOUN VERB ADP DET NOUN VERB VERB PART DET ADJ NOUN NOUN
ethnic origins, yeah, I thought that was a bit over the top.	0 0 0 0 0 0 0 0 0 1 0 1	over the top	figurative	identical	ADJ NOUN INTJ PRON VERB DET VERB DET NOUN ADP DET NOUN	▁ethnic ▁origin s , ▁ye ah , ▁I ▁thought ▁that ▁was ▁a ▁bit ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADJ NOUN NOUN NOUN INTJ INTJ INTJ PRON VERB DET VERB DET NOUN ADP DET NOUN NOUN
It happened after captain Floyd, hitting back following over - the - top introductions of European players, simply invited guests to meet the " twelve best players in the world ".	0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	dashes	PRON VERB ADP NOUN PROPN VERB ADV VERB ADP PUNCT DET PUNCT ADJ NOUN ADP ADJ NOUN ADV VERB NOUN PART VERB DET PUNCT NUM ADJ NOUN ADP DET NOUN PUNCT	▁It ▁happened ▁after ▁captain ▁Flo y d , ▁hit ting ▁back ▁following ▁over ▁- ▁the ▁- ▁top ▁introduction s ▁of ▁European ▁players , ▁simply ▁invited ▁guest s ▁to ▁meet ▁the ▁" ▁twelve ▁best ▁players ▁in ▁the ▁world ▁" .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADP NOUN PROPN PROPN PROPN PROPN VERB VERB ADV VERB ADP PUNCT DET PUNCT ADJ NOUN NOUN ADP ADJ NOUN NOUN ADV VERB NOUN NOUN PART VERB DET PUNCT NUM ADJ NOUN ADP DET NOUN PUNCT PUNCT
That's a clever ball over the top.	0 0 0 0 1 0 1	over the top	literal	identical	DET DET ADJ NOUN ADP DET NOUN	▁That ' s ▁a ▁clever ▁ball ▁over ▁the ▁top .	0 0 0 0 0 0 1 0 1 1	DET DET DET DET ADJ NOUN ADP DET NOUN NOUN
But at least Lewis is a fighting man who is eager to climb over the top of the trenches and go into battle to earn his rights.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	CCONJ ADP ADJ PROPN VERB DET NOUN NOUN NOUN VERB ADJ PART VERB ADP DET NOUN ADP DET NOUN CCONJ VERB ADP NOUN PART VERB ADJ NOUN	▁But ▁at ▁least ▁Le wi s ▁is ▁a ▁fighting ▁man ▁who ▁is ▁eager ▁to ▁climb ▁over ▁the ▁top ▁of ▁the ▁t ren ches ▁and ▁go ▁into ▁battle ▁to ▁earn ▁his ▁rights .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	CCONJ ADP ADJ PROPN PROPN PROPN VERB DET NOUN NOUN NOUN VERB ADJ PART VERB ADP DET NOUN ADP DET NOUN NOUN NOUN CCONJ VERB ADP NOUN PART VERB ADJ NOUN NOUN
The model does not make it over the top of the loop and starts to fall inverted.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	over the top	literal	identical	DET NOUN VERB ADV VERB PRON ADP DET NOUN ADP DET NOUN CCONJ VERB PART VERB VERB	▁The ▁model ▁does ▁not ▁make ▁it ▁over ▁the ▁top ▁of ▁the ▁loop ▁and ▁starts ▁to ▁fall ▁in verted .	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	DET NOUN VERB ADV VERB PRON ADP DET NOUN ADP DET NOUN CCONJ VERB PART VERB VERB VERB VERB
It's only the one that's got like the bit over the top of it.	0 0 0 0 0 0 0 0 0 1 0 1 0 0	over the top	literal	identical	PRON ADV DET NOUN ADJ VERB ADP DET NOUN ADP DET NOUN ADP PRON	▁It ' s ▁only ▁the ▁one ▁that ' s ▁got ▁like ▁the ▁bit ▁over ▁the ▁top ▁of ▁it .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	PRON PRON PRON ADV DET NOUN ADJ ADJ ADJ VERB ADP DET NOUN ADP DET NOUN ADP PRON PRON
She demurred a little when he said, picking up his teacup, and looking at her over the top of it, ‘ You never answered my question, Miss McAllister.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	PRON VERB DET ADJ ADV PRON VERB VERB PART ADJ NOUN CCONJ VERB ADP PRON ADP DET NOUN ADP PRON PUNCT PRON ADV VERB ADJ NOUN PROPN PROPN	▁She ▁de mur red ▁a ▁little ▁when ▁he ▁said , ▁pick ing ▁up ▁his ▁tea c up , ▁and ▁looking ▁at ▁her ▁over ▁the ▁top ▁of ▁it , ▁ ‘ ▁You ▁never ▁answered ▁my ▁question , ▁Miss ▁Mc All ister .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB VERB DET ADJ ADV PRON VERB VERB VERB VERB PART ADJ NOUN NOUN NOUN NOUN CCONJ VERB ADP PRON ADP DET NOUN ADP PRON PRON PUNCT PUNCT PRON ADV VERB ADJ NOUN NOUN PROPN PROPN PROPN PROPN PROPN
When the suit is wet, it traps a thin layer of water between the body and the suit and your body quickly warms that up to a comfortable working temperature but if you fall in when the suit is dry, the cold water can be quite a shock and so a good trick in cold weather is to put the wet suit on in a hot shower and then over the top you wear a spray suit again to keep off the wind and to protect the wetsuit.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADV DET NOUN VERB ADJ PRON VERB DET ADJ NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN CCONJ ADJ NOUN ADV VERB ADP ADP ADP DET ADJ VERB NOUN CCONJ ADP PRON VERB ADP ADV DET NOUN VERB ADJ DET ADJ NOUN VERB VERB ADV DET NOUN CCONJ ADV DET ADJ NOUN ADP ADJ NOUN VERB PART VERB DET ADJ NOUN ADP ADP DET ADJ NOUN CCONJ ADV ADP DET NOUN PRON VERB DET NOUN NOUN ADV PART VERB PART DET NOUN CCONJ PART VERB DET NOUN	▁When ▁the ▁suit ▁is ▁wet , ▁it ▁traps ▁a ▁thin ▁layer ▁of ▁water ▁between ▁the ▁body ▁and ▁the ▁suit ▁and ▁your ▁body ▁quickly ▁warm s ▁that ▁up ▁to ▁a ▁comfortable ▁working ▁temperature ▁but ▁if ▁you ▁fall ▁in ▁when ▁the ▁suit ▁is ▁dry , ▁the ▁cold ▁water ▁can ▁be ▁quite ▁a ▁shock ▁and ▁so ▁a ▁good ▁trick ▁in ▁cold ▁weather ▁is ▁to ▁put ▁the ▁wet ▁suit ▁on ▁in ▁a ▁hot ▁shower ▁and ▁then ▁over ▁the ▁top ▁you ▁wear ▁a ▁spray ▁suit ▁again ▁to ▁keep ▁off ▁the ▁wind ▁and ▁to ▁protect ▁the ▁wet s uit .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV DET NOUN VERB ADJ ADJ PRON VERB DET ADJ NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN CCONJ ADJ NOUN ADV VERB VERB ADP ADP ADP DET ADJ VERB NOUN CCONJ ADP PRON VERB ADP ADV DET NOUN VERB ADJ ADJ DET ADJ NOUN VERB VERB ADV DET NOUN CCONJ ADV DET ADJ NOUN ADP ADJ NOUN VERB PART VERB DET ADJ NOUN ADP ADP DET ADJ NOUN CCONJ ADV ADP DET NOUN PRON VERB DET NOUN NOUN ADV PART VERB PART DET NOUN CCONJ PART VERB DET NOUN NOUN NOUN NOUN
This converts the leading edge into a turbulator, behind which the airflow has a better transition over the top of the kite.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	over the top	literal	identical	DET VERB DET VERB NOUN ADP DET NOUN ADP ADJ DET NOUN VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN	▁This ▁convert s ▁the ▁leading ▁edge ▁into ▁a ▁ tur bul ator , ▁behind ▁which ▁the ▁air flow ▁has ▁a ▁better ▁transition ▁over ▁the ▁top ▁of ▁the ▁kit e .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	DET VERB VERB DET VERB NOUN ADP DET NOUN NOUN NOUN NOUN NOUN ADP ADJ DET NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN NOUN NOUN
Before she could utter the cry of alarm which rose in her throat his hand had closed over her mouth, and Paige's startled eyes blinked at him over the top.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	ADP PRON VERB VERB DET NOUN ADP NOUN ADJ VERB ADP ADJ NOUN ADJ NOUN VERB VERB ADP ADJ NOUN CCONJ PROPN ADJ NOUN VERB ADP PRON ADP DET NOUN	▁Before ▁she ▁could ▁utter ▁the ▁cry ▁of ▁alarm ▁which ▁rose ▁in ▁her ▁throat ▁his ▁hand ▁had ▁closed ▁over ▁her ▁mouth , ▁and ▁Pai ge ' s ▁start led ▁eyes ▁b linked ▁at ▁him ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADP PRON VERB VERB DET NOUN ADP NOUN ADJ VERB ADP ADJ NOUN ADJ NOUN VERB VERB ADP ADJ NOUN NOUN CCONJ PROPN PROPN PROPN PROPN ADJ ADJ NOUN VERB VERB ADP PRON ADP DET NOUN NOUN
Mr Bennet put one finger at the side of his nose and looked over the top of his glasses.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	over the top	literal	identical	PROPN PROPN VERB NUM NOUN ADP DET NOUN ADP ADJ NOUN CCONJ VERB ADP DET NOUN ADP ADJ NOUN	▁Mr ▁Ben net ▁put ▁one ▁finger ▁at ▁the ▁side ▁of ▁his ▁nose ▁and ▁looked ▁over ▁the ▁top ▁of ▁his ▁glasses .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	PROPN PROPN PROPN VERB NUM NOUN ADP DET NOUN ADP ADJ NOUN CCONJ VERB ADP DET NOUN ADP ADJ NOUN NOUN
